id_persona,edad,departamento,zona,ingreso_mensual,ahorro_mensual,acceso_credito,tipo_institucion,frecuencia_ahorro,historial_crediticio,tiene_cuenta_bancaria
319,54,Apurímac,Urbana,1278.49,540.11,Sí,Banco,Mensual,Malo,Sí
320,34,Puno,Rural,3112.67,21.46,No,Banco,Ocasional,Nulo,Sí
321,22,Lima,Urbana,1497.05,177.04,Sí,Cooperativa,Mensual,Bueno,Sí
322,20,Apurímac,Urbana,806.99,295.19,Sí,Caja Municipal,Ocasional,Regular,Sí
323,62,Apurímac,Urbana,2054.24,255.89,No,Banco,Ocasional,Malo,No
324,42,Tacna,Urbana,1833.7,82.31,Sí,Banco,Mensual,Bueno,Sí
325,43,Tacna,Urbana,396.7594057048,333.96,No,Financiera,Mensual,Bueno,Sí
326,62,Puno,Urbana,1256.35,611.31,Sí,Banco,Mensual,Bueno,No
327,46,Lima,Urbana,1402.93,414.09,Sí,Caja Municipal,Mensual,Regular,No
328,26,Junín,Urbana,1510.56,265.58,Sí,Financiera,Mensual,Regular,No
329,64,Lima,Urbana,163.11,134.25,Sí,Financiera,Mensual,Bueno,No
330,21,Puno,Rural,2084.55,253.26382716566,Sí,Caja Municipal,Mensual,Malo,Sí
331,32,Tacna,Rural,490.96,25.273670274094,No,Ninguna,Mensual,Bueno,Sí
332,46,Tacna,Urbana,1123.85,409.6,Sí,Cooperativa,Mensual,Malo,Sí
333,59,Loreto,Urbana,1217.72,716.45,Sí,Banco,Mensual,Bueno,Sí
334,27,Loreto,Rural,526.64507873997,399.13,Sí,Caja Municipal,Ocasional,Regular,No
335,52,Apurímac,Urbana,1306.67,464.29,Sí,Financiera,Mensual,Bueno,Sí
336,37,Lima,Urbana,1836.23,467.95,No,Banco,Nunca,Malo,No
337,58,Tacna,Urbana,1152.48,230.07,No,Cooperativa,Ocasional,Regular,No
338,33,Loreto,Rural,575.7,282.73,No,Banco,Ocasional,Regular,Sí
339,50,Loreto,Urbana,836.33,368.14,No,Caja Municipal,Mensual,Nulo,Sí
340,55,Puno,Rural,1530.28,192.95,No,Financiera,Mensual,Bueno,Sí
341,46,Lima,Urbana,1937.05,195.73,Sí,Caja Municipal,Ocasional,Regular,Sí
343,46,Lima,Urbana,1823.57,657.85,Sí,Caja Municipal,Mensual,Regular,Sí
344,33,Apurímac,Rural,2086.13,198.37,No,Caja Municipal,Ocasional,Regular,Sí
345,56,Tacna,Rural,1078.63,450.63,Sí,Banco,Mensual,Bueno,Sí
346,55,Loreto,Urbana,882.0,75.7,No,Caja Municipal,Nunca,Regular,Sí
347,61,Tacna,Rural,2400.91,100.1,No,Banco,Nunca,Regular,Sí
348,32,Tacna,Urbana,1288.5,164.62,No,Financiera,Mensual,Bueno,Sí
349,51,Loreto,Rural,1911.85,213.8,Sí,Cooperativa,Mensual,Malo,Sí
350,40,Loreto,Rural,1617.49,66.06,No,Ninguna,Nunca,Nulo,Sí
352,27,Loreto,Urbana,3023.75,298.53,Sí,Financiera,Mensual,Bueno,Sí
353,59,Lima,Rural,1885.48,348.09,No,Caja Municipal,Mensual,Regular,Sí
354,38,Lima,Urbana,3000.8,489.95,Sí,Financiera,Nunca,Bueno,Sí
355,31,Puno,Rural,1877.06,250.32,No,Ninguna,Ocasional,Nulo,No
356,27,Lima,Urbana,1506.21,212.43,No,Caja Municipal,Mensual,Regular,Sí
357,58,Lima,Urbana,246.9,136.89,Sí,Cooperativa,Ocasional,Nulo,Sí
358,31,Apurímac,Rural,452.85,205.66,No,Caja Municipal,Ocasional,Malo,Sí
359,30,Loreto,Urbana,1172.84,518.78,Sí,Cooperativa,Mensual,Bueno,Sí
360,47,Apurímac,Rural,2395.13,272.46930252361,No,Caja Municipal,Ocasional,Nulo,Sí
361,50,Loreto,Urbana,1678.87,331.96,Sí,Caja Municipal,Nunca,Nulo,No
362,56,Tacna,Urbana,1718.69,410.42,No,Financiera,Mensual,Bueno,Sí
363,48,Loreto,Urbana,1475.18,448.7,No,Financiera,Nunca,Malo,Sí
365,46,Apurímac,Rural,1711.62,449.93,No,Financiera,Mensual,Bueno,Sí
367,36,Lima,Rural,1190.82,343.66,Sí,Cooperativa,Mensual,Malo,No
368,57,Tacna,Rural,2388.14,502.21,No,Ninguna,Mensual,Bueno,No
369,48,Apurímac,Rural,870.77,183.42,No,Ninguna,Ocasional,Malo,Sí
370,43,Tacna,Rural,1203.87,575.92,Sí,Financiera,Mensual,Nulo,Sí
371,36,Tacna,Rural,1527.06,284.82,Sí,Banco,Nunca,Regular,No
372,35,Puno,Rural,1224.67,3.0,Sí,Banco,Ocasional,Bueno,Sí
373,18,Apurímac,Urbana,1950.65,395.23,Sí,Financiera,Mensual,Bueno,Sí
374,62,Apurímac,Urbana,756.15,9.55,No,Caja Municipal,Mensual,Regular,Sí
375,55,Lima,Urbana,2313.04,246.6,Sí,Financiera,Mensual,Malo,No
376,46,Lima,Rural,1842.88,205.87,Sí,Banco,Mensual,Bueno,No
377,59,Tacna,Rural,769.33,299.73,Sí,Banco,Ocasional,Bueno,Sí
378,31,Tacna,Urbana,1370.42,47.57,Sí,Cooperativa,Ocasional,Bueno,Sí
379,28,Lima,Urbana,1599.54,227.68,Sí,Banco,Ocasional,Regular,No
380,31,Puno,Rural,2161.34,210.45,Sí,Financiera,Mensual,Bueno,Sí
381,21,Puno,Rural,1338.74,286.5,No,Cooperativa,Mensual,Nulo,Sí
382,41,Loreto,Urbana,991.25,325.69,No,Ninguna,Mensual,Malo,No
383,34,Tacna,Urbana,1119.15,439.44,Sí,Banco,Ocasional,Bueno,Sí
384,30,Loreto,Urbana,1796.68,371.85,Sí,Banco,Ocasional,Bueno,Sí
385,29,Apurímac,Urbana,885.14,225.61,Sí,Financiera,Ocasional,Bueno,Sí
386,64,Loreto,Rural,1254.63,507.57,Sí,Caja Municipal,Nunca,Bueno,Sí
387,47,Loreto,Urbana,2833.05,370.82,Sí,Financiera,Mensual,Regular,Sí
388,24,Loreto,Urbana,364.20441478836,39.03,Sí,Banco,Mensual,Bueno,Sí
389,25,Junín,Urbana,1801.43,170.82,No,Banco,Mensual,Regular,No
390,20,Puno,Urbana,1751.23,24.34,No,Banco,Mensual,Malo,Sí
391,35,Puno,Rural,1312.36,391.47,Sí,Banco,Ocasional,Bueno,Sí
392,18,Tacna,Urbana,2248.67,152.28,Sí,Ninguna,Nunca,Bueno,Sí
393,36,Puno,Urbana,1253.44,221.57,No,Caja Municipal,Mensual,Nulo,Sí
394,32,Tacna,Urbana,1318.08,418.66,Sí,Ninguna,Nunca,Regular,Sí
395,21,Apurímac,Urbana,1533.42,178.81,No,Cooperativa,Mensual,Regular,Sí
396,21,Puno,Rural,622.38,287.82,No,Financiera,Mensual,Regular,No
397,64,Puno,Urbana,1979.35,22.18,Sí,Financiera,Ocasional,Bueno,Sí
398,32,Puno,Urbana,1641.98,333.48,Sí,Banco,Ocasional,Bueno,Sí
399,55,Junín,Urbana,1950.5,687.13,Sí,Ninguna,Mensual,Malo,Sí
400,60,Apurímac,Urbana,1693.7,136.76,No,Caja Municipal,Mensual,Bueno,Sí
401,63,Tacna,Urbana,1707.56,140.3,Sí,Caja Municipal,Mensual,Regular,Sí
402,59,Tacna,Urbana,1444.4,240.16,No,Banco,Mensual,Regular,No
403,60,Loreto,Rural,1351.15,271.99,No,Financiera,Ocasional,Nulo,No
404,36,Lima,Rural,839.26,209.9,No,Banco,Mensual,Bueno,No
405,18,Tacna,Urbana,1311.95,216.32,Sí,Banco,Nunca,Regular,Sí
406,42,Apurímac,Urbana,2078.79,184.1,Sí,Caja Municipal,Ocasional,Malo,Sí
407,41,Apurímac,Urbana,2286.229052222,79.83,No,Banco,Mensual,Bueno,Sí
408,46,Loreto,Urbana,425.92,369.99,No,Caja Municipal,Nunca,Bueno,Sí
409,45,Apurímac,Urbana,1962.16,299.2,Sí,Cooperativa,Ocasional,Malo,Sí
410,28,Lima,Urbana,1503.75,259.72,Sí,Caja Municipal,Nunca,Regular,No
411,35,Lima,Urbana,2354.86,265.84,Sí,Caja Municipal,Ocasional,Regular,Sí
412,52,Apurímac,Urbana,1323.96,312.41,No,Banco,Mensual,Regular,No
413,64,Apurímac,Urbana,1913.67,503.97,Sí,Banco,Mensual,Bueno,Sí
414,36,Junín,Urbana,389.68,262.51,Sí,Banco,Mensual,Regular,Sí
415,45,Loreto,Urbana,2101.65,233.13,Sí,Financiera,Mensual,Regular,Sí
416,63,Puno,Urbana,708.09,177.9,Sí,Banco,Ocasional,Regular,Sí
417,39,Apurímac,Rural,621.81,130.2,No,Banco,Ocasional,Malo,Sí
418,37,Lima,Urbana,2192.87,2.49,No,Banco,Nunca,Nulo,Sí
419,53,Puno,Urbana,2041.13,596.61,No,Cooperativa,Nunca,Malo,No
420,28,Apurímac,Urbana,1783.38,253.35057677856,No,Caja Municipal,Ocasional,Bueno,Sí
421,26,Tacna,Urbana,1788.59,272.93,Sí,Banco,Ocasional,Bueno,Sí
423,64,Lima,Urbana,331.38,212.45,Sí,Caja Municipal,Mensual,Bueno,Sí
424,52,Apurímac,Urbana,2245.88,220.09989493461,No,Cooperativa,Mensual,Bueno,No
425,55,Tacna,Urbana,705.93,513.24,Sí,Cooperativa,Ocasional,Bueno,Sí
426,19,Puno,Urbana,722.1,236.57,No,Financiera,Mensual,Bueno,Sí
427,47,Tacna,Urbana,1559.79,39.22,Sí,Ninguna,Ocasional,Bueno,Sí
428,31,Loreto,Urbana,1308.15,199.86,Sí,Banco,Ocasional,Bueno,Sí
429,55,Apurímac,Urbana,930.54,305.41,Sí,Banco,Mensual,Regular,Sí
430,60,Junín,Rural,1788.0,206.84,No,Cooperativa,Mensual,Bueno,Sí
431,45,Junín,Urbana,1017.93,630.69,No,Caja Municipal,Ocasional,Nulo,Sí
432,51,Tacna,Rural,484.01,248.67,No,Banco,Nunca,Bueno,No
433,34,Junín,Urbana,1328.96,57.04,Sí,Financiera,Ocasional,Nulo,Sí
434,30,Apurímac,Urbana,1120.7,127.15,No,Banco,Nunca,Nulo,Sí
435,33,Loreto,Urbana,1420.33,380.53,No,Financiera,Mensual,Regular,Sí
437,34,Apurímac,Urbana,2651.93,499.73,No,Financiera,Mensual,Malo,Sí
438,49,Apurímac,Urbana,2067.64,153.05,No,Banco,Mensual,Bueno,No
439,25,Lima,Urbana,2272.69,194.11,No,Financiera,Ocasional,Nulo,Sí
440,52,Loreto,Urbana,3059.19,342.56,Sí,Caja Municipal,Ocasional,Bueno,Sí
441,49,Lima,Urbana,2239.02,545.91,No,Financiera,Nunca,Regular,Sí
442,32,Junín,Rural,754.39,99.24,Sí,Banco,Mensual,Bueno,No
443,20,Loreto,Rural,2021.91,370.44,Sí,Cooperativa,Mensual,Bueno,Sí
444,37,Loreto,Urbana,1724.03,192.92,Sí,Banco,Mensual,Nulo,Sí
445,64,Lima,Urbana,2030.38,501.23,No,Caja Municipal,Nunca,Bueno,No
446,49,Apurímac,Urbana,1779.52,88.36,Sí,Caja Municipal,Mensual,Bueno,No
447,53,Lima,Rural,1431.98,352.57,Sí,Caja Municipal,Ocasional,Malo,Sí
448,23,Tacna,Urbana,517.96,426.8,Sí,Financiera,Nunca,Malo,Sí
449,37,Lima,Rural,1403.32,227.13,Sí,Caja Municipal,Ocasional,Bueno,Sí
450,63,Loreto,Rural,1286.75,526.32,No,Banco,Ocasional,Malo,No
451,58,Apurímac,Urbana,476.2,66.84,Sí,Caja Municipal,Mensual,Regular,Sí
452,23,Junín,Rural,1866.42,583.47,Sí,Caja Municipal,Mensual,Regular,Sí
453,41,Apurímac,Urbana,1632.68,16.67,Sí,Ninguna,Nunca,Bueno,No
454,40,Junín,Urbana,1255.81,206.93,Sí,Banco,Mensual,Malo,Sí
455,54,Loreto,Rural,2306.36,83.96,No,Banco,Nunca,Regular,No
456,34,Tacna,Urbana,1805.75,146.17,Sí,Banco,Nunca,Nulo,Sí
457,21,Loreto,Rural,1416.48,183.61,Sí,Financiera,Ocasional,Regular,No
458,38,Tacna,Urbana,2287.03,89.12,Sí,Financiera,Mensual,Malo,Sí
459,34,Tacna,Urbana,1067.95,213.12,No,Banco,Mensual,Regular,Sí
460,20,Junín,Rural,840.15,312.17,Sí,Cooperativa,Mensual,Regular,Sí
461,44,Apurímac,Urbana,611.18,133.5,No,Caja Municipal,Mensual,Nulo,Sí
462,62,Apurímac,Urbana,1244.7,266.27,No,Caja Municipal,Mensual,Malo,No
463,60,Puno,Urbana,1340.68,452.85,Sí,Financiera,Nunca,Bueno,Sí
464,45,Loreto,Rural,706.76,127.05,Sí,Financiera,Ocasional,Nulo,Sí
466,43,Lima,Urbana,1407.62,395.20406072177,Sí,Financiera,Ocasional,Regular,Sí
467,23,Junín,Urbana,1818.22,206.18,Sí,Caja Municipal,Nunca,Bueno,Sí
468,42,Tacna,Urbana,979.91,54.92,Sí,Financiera,Ocasional,Regular,Sí
469,22,Junín,Urbana,2762.54,189.46,No,Cooperativa,Mensual,Regular,Sí
470,42,Lima,Urbana,1614.3,200.22,Sí,Banco,Ocasional,Regular,Sí
471,47,Loreto,Urbana,1462.15,506.28,Sí,Banco,Mensual,Bueno,Sí
472,27,Apurímac,Urbana,1684.86,410.14,No,Caja Municipal,Ocasional,Regular,Sí
473,50,Apurímac,Rural,1504.75,250.35,No,Banco,Ocasional,Bueno,Sí
474,59,Loreto,Urbana,316.06,69.034052590587,No,Caja Municipal,Mensual,Regular,Sí
475,45,Apurímac,Urbana,1577.8,424.41,Sí,Caja Municipal,Ocasional,Malo,No
477,57,Tacna,Rural,891.6,133.17,No,Financiera,Mensual,Bueno,Sí
478,54,Junín,Urbana,525.69,439.94,Sí,Caja Municipal,Ocasional,Regular,Sí
479,57,Loreto,Urbana,1736.48,325.87,Sí,Ninguna,Ocasional,Bueno,No
480,46,Loreto,Urbana,2098.77,310.27,Sí,Financiera,Mensual,Regular,Sí
481,23,Apurímac,Urbana,1887.55,264.76942358698,Sí,Caja Municipal,Ocasional,Malo,Sí
482,35,Lima,Urbana,1104.45,285.7,Sí,Banco,Mensual,Bueno,Sí
483,32,Tacna,Urbana,1570.64,578.28,Sí,Ninguna,Ocasional,Regular,No
484,32,Apurímac,Rural,798.26,292.32,No,Banco,Ocasional,Bueno,Sí
485,24,Junín,Rural,981.4,204.35,Sí,Cooperativa,Mensual,Regular,Sí
486,41,Tacna,Urbana,1925.29,390.76,Sí,Financiera,Nunca,Regular,Sí
487,60,Lima,Rural,2603.18,253.13,Sí,Financiera,Mensual,Nulo,No
488,53,Junín,Urbana,1224.48,120.77,Sí,Caja Municipal,Ocasional,Malo,Sí
489,50,Puno,Rural,1884.85,217.35,Sí,Financiera,Mensual,Bueno,Sí
490,22,Tacna,Rural,1465.88,260.49,Sí,Caja Municipal,Mensual,Regular,Sí
491,25,Puno,Urbana,2164.82,498.95,Sí,Banco,Mensual,Bueno,No
492,50,Tacna,Rural,785.88,65.49,Sí,Caja Municipal,Mensual,Bueno,Sí
493,60,Lima,Urbana,1405.21,182.93,Sí,Cooperativa,Ocasional,Bueno,Sí
494,56,Loreto,Urbana,1358.95,292.24,No,Cooperativa,Ocasional,Regular,Sí
495,41,Loreto,Urbana,1361.61,397.81,No,Caja Municipal,Mensual,Bueno,Sí
496,54,Puno,Urbana,1810.39,9.6832340995363,Sí,Caja Municipal,Mensual,Bueno,No
497,44,Apurímac,Urbana,1878.27,568.51,Sí,Caja Municipal,Nunca,Nulo,Sí
498,50,Loreto,Rural,1498.88,52.23,Sí,Banco,Ocasional,Bueno,Sí
499,23,Lima,Urbana,1875.6,136.42124945796,Sí,Banco,Nunca,Malo,Sí
500,52,Loreto,Urbana,1401.95,265.11,Sí,Ninguna,Mensual,Regular,Sí
501,41,Apurímac,Urbana,2554.36,154.89,No,Financiera,Nunca,Bueno,Sí
502,53,Apurímac,Urbana,2213.25,384.03,Sí,Ninguna,Nunca,Malo,Sí
503,54,Loreto,Urbana,2815.83,729.08,Sí,Caja Municipal,Mensual,Nulo,Sí
504,35,Loreto,Urbana,1613.43,416.08,Sí,Financiera,Mensual,Bueno,Sí
505,52,Junín,Urbana,2753.51,157.68,No,Banco,Ocasional,Regular,Sí
506,54,Apurímac,Rural,1172.44,157.33,No,Banco,Mensual,Malo,No
507,44,Lima,Urbana,1826.28,362.09,Sí,Banco,Mensual,Nulo,Sí
508,57,Tacna,Urbana,916.63,287.26,Sí,Ninguna,Nunca,Regular,Sí
509,20,Tacna,Rural,1722.99,55.33,Sí,Banco,Mensual,Regular,Sí
510,58,Lima,Rural,1179.92,47.05,Sí,Financiera,Mensual,Malo,Sí
511,37,Puno,Urbana,1018.23,266.89,Sí,Cooperativa,Mensual,Bueno,No
512,41,Lima,Urbana,580.47,352.46,Sí,Financiera,Mensual,Bueno,Sí
513,29,Puno,Urbana,2073.92,340.21,Sí,Financiera,Nunca,Regular,Sí
514,52,Apurímac,Urbana,1559.51,287.3,No,Cooperativa,Ocasional,Bueno,Sí
515,20,Lima,Urbana,1482.7,498.67,No,Financiera,Nunca,Nulo,No
516,49,Junín,Rural,997.61,187.08,Sí,Banco,Mensual,Bueno,Sí
517,26,Lima,Urbana,1176.78,99.08,Sí,Banco,Mensual,Malo,Sí
518,26,Loreto,Urbana,2301.15,426.65008301766,Sí,Financiera,Ocasional,Malo,No
519,51,Tacna,Urbana,1563.97,201.41,Sí,Caja Municipal,Mensual,Bueno,Sí
520,62,Loreto,Urbana,2715.84,217.21,No,Caja Municipal,Ocasional,Nulo,Sí
521,38,Puno,Urbana,2034.85,563.2,Sí,Financiera,Ocasional,Malo,Sí
522,22,Loreto,Urbana,885.26,310.75,No,Financiera,Nunca,Bueno,Sí
523,64,Apurímac,Urbana,2082.17,39.35,Sí,Banco,Mensual,Bueno,Sí
524,26,Tacna,Rural,799.15,58.11,No,Caja Municipal,Mensual,Bueno,Sí
525,21,Puno,Urbana,1896.62,499.92,Sí,Cooperativa,Nunca,Nulo,Sí
526,31,Lima,Urbana,1941.27,188.16,Sí,Cooperativa,Ocasional,Regular,Sí
527,51,Lima,Urbana,1174.9,153.40644647203,No,Cooperativa,Mensual,Bueno,Sí
528,18,Junín,Urbana,2210.52,344.23792060314,Sí,Cooperativa,Mensual,Malo,Sí
529,64,Apurímac,Urbana,1612.63,316.48,Sí,Banco,Ocasional,Regular,Sí
530,24,Lima,Urbana,1002.26,267.51,Sí,Caja Municipal,Mensual,Regular,No
531,53,Junín,Urbana,936.9,10.544449389293,No,Ninguna,Nunca,Regular,No
532,44,Lima,Urbana,1781.93,149.27,No,Banco,Mensual,Regular,Sí
533,31,Puno,Urbana,1690.29,135.12,Sí,Financiera,Mensual,Malo,Sí
534,23,Tacna,Urbana,770.76,19.65,No,Ninguna,Nunca,Malo,No
535,60,Loreto,Urbana,936.64,83.52,Sí,Banco,Ocasional,Malo,Sí
536,55,Junín,Rural,992.59,178.27,No,Financiera,Ocasional,Malo,Sí
537,21,Loreto,Rural,1010.83,94.41,Sí,Caja Municipal,Mensual,Bueno,Sí
538,32,Lima,Urbana,2062.32,285.13,Sí,Financiera,Ocasional,Bueno,Sí
539,55,Junín,Urbana,1958.24,461.53,Sí,Ninguna,Ocasional,Bueno,No
540,34,Junín,Urbana,915.68,242.31,No,Caja Municipal,Nunca,Bueno,Sí
541,24,Loreto,Rural,1683.08,154.03,Sí,Cooperativa,Mensual,Regular,Sí
542,50,Loreto,Urbana,592.88,207.47737341137,Sí,Ninguna,Mensual,Malo,Sí
543,49,Loreto,Rural,2055.68,307.23,No,Caja Municipal,Mensual,Regular,Sí
544,33,Tacna,Rural,1205.34,489.93,Sí,Banco,Nunca,Regular,Sí
545,42,Apurímac,Urbana,1498.89,720.44,Sí,Caja Municipal,Ocasional,Malo,No
546,43,Junín,Urbana,1745.0,171.52,Sí,Caja Municipal,Ocasional,Regular,Sí
547,40,Junín,Rural,1040.86,263.72,Sí,Banco,Ocasional,Regular,Sí
548,30,Puno,Rural,1248.5,215.45,Sí,Banco,Nunca,Malo,No
549,21,Tacna,Urbana,1304.39,253.15947560355,No,Banco,Ocasional,Bueno,No
550,34,Puno,Urbana,1381.86,646.01,Sí,Cooperativa,Mensual,Regular,Sí
551,47,Loreto,Urbana,1741.32,298.46,Sí,Caja Municipal,Ocasional,Regular,Sí
552,31,Apurímac,Urbana,821.47,452.91,Sí,Caja Municipal,Nunca,Regular,No
553,19,Lima,Urbana,2191.0,499.38,No,Banco,Mensual,Bueno,No
554,52,Lima,Rural,2035.44,368.44,Sí,Banco,Nunca,Bueno,No
555,41,Apurímac,Urbana,588.79,181.24,Sí,Banco,Ocasional,Malo,No
556,46,Tacna,Rural,395.16,239.6487549409,No,Cooperativa,Ocasional,Bueno,No
557,59,Puno,Urbana,1373.12,274.04,Sí,Banco,Mensual,Regular,Sí
558,21,Lima,Urbana,1082.49,196.97,Sí,Financiera,Mensual,Malo,No
559,30,Apurímac,Rural,1422.07,479.16,No,Financiera,Mensual,Malo,Sí
560,47,Junín,Urbana,1451.01,161.0,Sí,Banco,Mensual,Malo,No
561,57,Tacna,Urbana,953.56,376.8,Sí,Cooperativa,Nunca,Bueno,Sí
562,60,Lima,Urbana,1040.61,497.75452280821,No,Financiera,Ocasional,Regular,Sí
563,38,Tacna,Rural,1709.78,208.99,Sí,Caja Municipal,Mensual,Regular,No
564,58,Junín,Rural,1780.06,202.37,Sí,Banco,Nunca,Bueno,Sí
565,18,Puno,Urbana,1044.02,266.66,No,Caja Municipal,Mensual,Bueno,Sí
566,35,Apurímac,Urbana,784.15,191.31,Sí,Financiera,Ocasional,Regular,No
567,61,Puno,Urbana,2534.92,314.02,Sí,Banco,Mensual,Bueno,Sí
568,30,Apurímac,Urbana,1338.57,266.64,Sí,Financiera,Mensual,Regular,Sí
569,37,Puno,Urbana,645.35,434.11762538751,Sí,Caja Municipal,Nunca,Regular,Sí
570,63,Junín,Urbana,318.72,240.89,Sí,Ninguna,Ocasional,Bueno,Sí
571,58,Apurímac,Rural,1002.61,391.76,No,Banco,Mensual,Regular,Sí
572,45,Loreto,Rural,953.99,402.96882431254,Sí,Banco,Mensual,Regular,Sí
573,52,Puno,Rural,1480.99,248.13,Sí,Cooperativa,Ocasional,Bueno,Sí
574,41,Apurímac,Urbana,1690.48,86.86,Sí,Banco,Nunca,Malo,Sí
575,26,Loreto,Rural,1767.64,204.63,No,Caja Municipal,Ocasional,Regular,Sí
576,40,Loreto,Urbana,1885.17,626.95,Sí,Banco,Mensual,Bueno,Sí
577,30,Apurímac,Rural,1940.6,617.07,Sí,Banco,Nunca,Regular,Sí
578,53,Tacna,Urbana,1394.21,401.74,Sí,Caja Municipal,Ocasional,Regular,Sí
579,36,Tacna,Urbana,2761.46,35.84,No,Financiera,Nunca,Regular,Sí
580,51,Tacna,Urbana,912.97,219.39,No,Banco,Mensual,Bueno,No
581,35,Junín,Urbana,2002.67,42.34,Sí,Banco,Ocasional,Bueno,Sí
582,18,Apurímac,Urbana,1403.15,499.55,Sí,Caja Municipal,Mensual,Bueno,No
583,45,Puno,Urbana,2096.82,83.8,No,Banco,Mensual,Regular,Sí
584,27,Puno,Urbana,2375.15,166.33,No,Banco,Nunca,Bueno,Sí
585,36,Tacna,Urbana,2051.58,5.57,Sí,Banco,Mensual,Nulo,No
586,50,Apurímac,Rural,1441.64,129.63,Sí,Banco,Ocasional,Malo,No
587,19,Junín,Rural,1348.58,67.77,No,Banco,Nunca,Bueno,No
588,22,Tacna,Urbana,1895.9,231.36,Sí,Cooperativa,Mensual,Regular,Sí
589,25,Puno,Urbana,1619.21,268.58,Sí,Cooperativa,Ocasional,Regular,No
590,62,Apurímac,Urbana,1014.24,180.93,No,Cooperativa,Ocasional,Regular,Sí
591,39,Puno,Urbana,1157.56,363.06,Sí,Banco,Mensual,Nulo,Sí
592,40,Puno,Urbana,1654.8,247.72,Sí,Financiera,Mensual,Bueno,No
593,53,Lima,Urbana,1531.74,268.89,No,Caja Municipal,Ocasional,Bueno,Sí
594,22,Lima,Urbana,1737.43,238.2,Sí,Ninguna,Mensual,Malo,Sí
595,24,Lima,Urbana,1439.15,508.35,No,Ninguna,Ocasional,Regular,No
596,29,Junín,Urbana,836.11,227.02,Sí,Financiera,Nunca,Bueno,Sí
597,32,Loreto,Urbana,542.91,180.0,No,Ninguna,Mensual,Bueno,Sí
598,63,Loreto,Urbana,1752.75,140.49,No,Caja Municipal,Mensual,Bueno,No
599,48,Loreto,Rural,1947.3,522.27,No,Caja Municipal,Nunca,Bueno,Sí
600,30,Lima,Rural,1151.61,354.28,Sí,Banco,Mensual,Regular,No
601,24,Lima,Urbana,1622.46,213.44,Sí,Banco,Mensual,Regular,Sí
602,35,Apurímac,Rural,514.46,332.77,Sí,Banco,Nunca,Bueno,Sí
603,25,Apurímac,Urbana,2138.42,298.92,Sí,Ninguna,Ocasional,Bueno,Sí
604,57,Lima,Rural,988.13,214.43,Sí,Banco,Ocasional,Malo,Sí
605,35,Tacna,Urbana,1866.34,677.01,No,Banco,Nunca,Bueno,Sí
606,49,Tacna,Urbana,1456.35,582.46,No,Banco,Ocasional,Regular,Sí
607,33,Puno,Urbana,1004.91,245.28,Sí,Financiera,Ocasional,Bueno,Sí
608,61,Tacna,Rural,1169.6,245.46,No,Banco,Ocasional,Nulo,Sí
609,21,Junín,Urbana,2754.89,356.89,Sí,Banco,Ocasional,Malo,Sí
610,49,Tacna,Urbana,978.1,9.72,No,Ninguna,Mensual,Nulo,Sí
611,39,Loreto,Urbana,1767.84,678.49,No,Caja Municipal,Mensual,Malo,Sí
612,40,Puno,Rural,1682.61,334.18907104566,Sí,Banco,Mensual,Nulo,Sí
613,26,Apurímac,Rural,1397.9,533.78,Sí,Caja Municipal,Nunca,Regular,Sí
614,37,Apurímac,Urbana,716.03,345.5,Sí,Caja Municipal,Nunca,Bueno,No
615,38,Junín,Urbana,1078.6,41.91,Sí,Cooperativa,Mensual,Malo,No
616,46,Apurímac,Urbana,896.77,354.22,Sí,Caja Municipal,Ocasional,Bueno,No
617,31,Apurímac,Urbana,1029.74,718.49,Sí,Financiera,Ocasional,Regular,No
618,41,Puno,Urbana,1159.78,207.83,Sí,Caja Municipal,Mensual,Regular,No
619,24,Loreto,Urbana,2505.25,494.56,No,Banco,Mensual,Regular,Sí
620,41,Apurímac,Rural,734.11,577.83,No,Banco,Mensual,Nulo,Sí
621,27,Apurímac,Urbana,1970.34,750.88,Sí,Caja Municipal,Mensual,Bueno,Sí
622,63,Lima,Urbana,1040.76,590.53,Sí,Banco,Nunca,Regular,Sí
623,49,Apurímac,Rural,1509.33,414.07,Sí,Banco,Ocasional,Malo,Sí
624,46,Lima,Urbana,3007.98,322.58,Sí,Banco,Mensual,Malo,No
625,23,Loreto,Rural,717.52,438.08,Sí,Banco,Mensual,Malo,Sí
626,26,Junín,Rural,1589.98,248.14865565273,No,Financiera,Nunca,Malo,No
627,57,Loreto,Urbana,1927.73,235.59,No,Banco,Mensual,Bueno,Sí
628,45,Apurímac,Urbana,2240.62,337.06,No,Banco,Mensual,Regular,Sí
629,47,Apurímac,Urbana,1148.14,346.98,No,Banco,Mensual,Regular,Sí
630,57,Loreto,Urbana,1773.93,59.19,No,Ninguna,Mensual,Bueno,Sí
631,30,Loreto,Rural,2464.56,267.72,Sí,Banco,Ocasional,Bueno,Sí
632,51,Lima,Urbana,2442.6,43.24,Sí,Caja Municipal,Mensual,Bueno,No
633,63,Lima,Urbana,1273.42,49.98,No,Banco,Mensual,Malo,Sí
634,42,Puno,Rural,591.1,49.73,No,Banco,Ocasional,Regular,Sí
635,37,Junín,Rural,1768.07,36.17,Sí,Cooperativa,Mensual,Nulo,No
636,37,Loreto,Urbana,2042.12,268.42,Sí,Financiera,Nunca,Regular,No
637,32,Loreto,Rural,1392.76,282.88,No,Financiera,Ocasional,Bueno,Sí
